index,model,suffix,train_mcc,val_mcc,test_mcc,train_auroc,val_auroc,test_auroc,train_f1,val_f1,test_f1,train_id,val_id,test_id,embedding,strategy
31,MLP,1,0.6534647579418686,0.5851082585145281,0.5119179012414082,0.818669314796425,0.7938064305266168,0.7563189338235294,0.8432432432432433,0.7932584269662921,0.758695652173913,part_0,part_2,part_1,eve,CV
32,KNN,1,0.5424496493727129,0.39104233697844076,0.5307997328163501,0.771484375,0.702522343594836,0.7665359316909751,0.7739130434782608,0.7027027027027027,0.7662921348314606,part_1,part_0,part_2,eve,CV
33,LogReg,1,0.6146703518553344,0.4653558031082162,0.5512558743915273,0.8092447916666667,0.7403376365441907,0.7762184908281243,0.8065217391304348,0.7405405405405405,0.7775280898876404,part_1,part_0,part_2,eve,CV
34,RandomForest,1,0.9867906822740169,0.4539827275535341,0.5071379324986667,0.9931449142156863,0.7354716981132076,0.7544531601094906,0.9934782608695653,0.7310810810810812,0.755056179775281,part_1,part_0,part_2,eve,CV
35,MLP,1,0.7356343560179762,0.46547509261025405,0.5802149325722328,0.869906556372549,0.7425422045680239,0.7875658781713445,0.8673913043478261,0.7283783783783784,0.7932584269662921,part_1,part_0,part_2,eve,CV
36,KNN,1,0.5424496493727129,0.5307997328163501,0.39104233697844076,0.771484375,0.7665359316909751,0.702522343594836,0.7739130434782608,0.7662921348314606,0.7027027027027027,part_1,part_2,part_0,eve,CV
37,LogReg,1,0.6146703518553344,0.5512558743915273,0.4653558031082162,0.8092447916666667,0.7762184908281243,0.7403376365441907,0.8065217391304348,0.7775280898876404,0.7405405405405405,part_1,part_2,part_0,eve,CV
38,RandomForest,1,1.0,0.5343136696594148,0.44891476696411287,1.0,0.7680884095273114,0.7331479642502484,1.0,0.7685393258426967,0.727027027027027,part_1,part_2,part_0,eve,CV
39,MLP,1,0.7356343560179762,0.5802149325722328,0.46547509261025405,0.869906556372549,0.7875658781713445,0.7425422045680239,0.8673913043478261,0.7932584269662921,0.7283783783783784,part_1,part_2,part_0,eve,CV
40,KNN,1,0.5402198662014415,0.37716183681885196,0.5450770512974878,0.7620725579115089,0.6910228401191658,0.772671568627451,0.7730337078651686,0.6418918918918919,0.7630434782608696,part_2,part_0,part_1,eve,CV
41,LogReg,1,0.6794093936120723,0.5426635977269451,0.5186653121545618,0.8312088899783471,0.7798212512413109,0.7594592524509804,0.8404494382022472,0.7783783783783784,0.75,part_2,part_0,part_1,eve,CV
42,RandomForest,1,0.9818428402389074,0.5302036616056235,0.5766480081904405,0.9904297912325858,0.7737239324726912,0.7901731004901961,0.9910112359550561,0.7716216216216216,0.7869565217391304,part_2,part_0,part_1,eve,CV
43,MLP,1,0.7313409091288091,0.5527324180367402,0.5282527928139961,0.8632798137026596,0.7815690168818272,0.7657398897058824,0.8674157303370787,0.7891891891891892,0.7608695652173914,part_2,part_0,part_1,eve,CV
44,KNN,1,0.5402198662014415,0.5450770512974878,0.37716183681885196,0.7620725579115089,0.772671568627451,0.6910228401191658,0.7730337078651686,0.7630434782608696,0.6418918918918919,part_2,part_1,part_0,eve,CV
45,LogReg,1,0.6794093936120723,0.5186653121545618,0.5426635977269451,0.8312088899783471,0.7594592524509804,0.7798212512413109,0.8404494382022472,0.75,0.7783783783783784,part_2,part_1,part_0,eve,CV
46,RandomForest,1,1.0,0.5748431818040761,0.5404022548850034,1.0,0.7891773897058822,0.7787686196623635,1.0,0.7869565217391304,0.777027027027027,part_2,part_1,part_0,eve,CV
47,MLP,1,0.7313409091288091,0.523326150960424,0.5527324180367402,0.8632798137026596,0.7632889093137255,0.7815690168818272,0.8674157303370787,0.758695652173913,0.7891891891891892,part_2,part_1,part_0,eve,CV
48,KNN,2,0.5385154530618554,0.4530516900061346,0.4055526200927947,0.7474081429990069,0.7130055147058824,0.7018629734036034,0.7945945945945945,0.7304347826086957,0.6921348314606741,part_0,part_1,part_2,eve,CV
49,LogReg,2,0.5885021180112108,0.44606121059629394,0.4285453536398988,0.784051638530288,0.7205116421568627,0.714058095354823,0.8148648648648648,0.7282608695652174,0.7056179775280899,part_0,part_1,part_2,eve,CV
50,RandomForest,2,0.9941285643160779,0.518521892334416,0.5692856647664468,0.9962264150943396,0.758233762254902,0.786156391714671,0.9972972972972973,0.7630434782608696,0.7842696629213484,part_0,part_1,part_2,eve,CV
51,MLP,2,0.6265133944558873,0.5241355196525754,0.5784680690488521,0.8058589870903674,0.7637484681372548,0.7898537402459451,0.8310810810810809,0.7608695652173914,0.7910112359550562,part_0,part_1,part_2,eve,CV
52,KNN,2,0.5385154530618554,0.4055526200927947,0.4530516900061346,0.7474081429990069,0.7018629734036034,0.7130055147058824,0.7945945945945945,0.6921348314606741,0.7304347826086957,part_0,part_2,part_1,eve,CV
53,LogReg,2,0.5759803915299794,0.4285453536398988,0.4417427402138441,0.77733862959285,0.714058095354823,0.7185585171568627,0.8094594594594594,0.7056179775280899,0.7260869565217392,part_0,part_2,part_1,eve,CV
54,RandomForest,2,1.0,0.5684800477816379,0.49623489773480334,1.0,0.7856763492258039,0.7469745710784313,1.0,0.7842696629213484,0.7521739130434782,part_0,part_2,part_1,eve,CV
55,MLP,2,0.6322075894305441,0.5870466357199029,0.5202394093077213,0.8079642502482621,0.7939187808963517,0.7617953431372549,0.8337837837837838,0.7955056179775281,0.758695652173913,part_0,part_2,part_1,eve,CV
56,KNN,2,0.5158781812558928,0.45263520640496363,0.4788589615847149,0.7593060661764706,0.7346375372393247,0.7361298361727336,0.758695652173913,0.7310810810810812,0.7438202247191011,part_1,part_0,part_2,eve,CV
57,LogReg,2,0.6225759187939254,0.4842466749608739,0.5072925953017557,0.8131510416666667,0.7520158887785502,0.7521652980348899,0.8108695652173913,0.7405405405405405,0.7573033707865168,part_1,part_0,part_2,eve,CV
58,RandomForest,2,0.9823835784313726,0.44967824669888323,0.561990217298394,0.9911917892156863,0.7333664349553128,0.7789557543816643,0.991304347826087,0.7283783783783784,0.7842696629213484,part_1,part_0,part_2,eve,CV
59,MLP,2,0.7006005218976461,0.4988885362471344,0.5525964892996501,0.8522901348039216,0.7601390268123138,0.7724905012869223,0.85,0.7391891891891891,0.7797752808988764,part_1,part_0,part_2,eve,CV
60,KNN,2,0.5158781812558928,0.4788589615847149,0.45263520640496363,0.7593060661764706,0.7361298361727336,0.7346375372393247,0.758695652173913,0.7438202247191011,0.7310810810810812,part_1,part_2,part_0,eve,CV
61,LogReg,2,0.6029042524593731,0.4885098553232029,0.4408466075347705,0.8033854166666667,0.7421150467786086,0.7297318768619663,0.8000000000000002,0.748314606741573,0.7162162162162162,part_1,part_2,part_0,eve,CV
62,RandomForest,2,0.9823835784313726,0.561990217298394,0.44967824669888323,0.9911917892156863,0.7789557543816643,0.7333664349553128,0.991304347826087,0.7842696629213484,0.7283783783783784,part_1,part_2,part_0,eve,CV
63,MLP,2,0.7006005218976461,0.5525964892996501,0.4988885362471344,0.8522901348039216,0.7724905012869223,0.7601390268123138,0.85,0.7797752808988764,0.7391891891891891,part_1,part_2,part_0,eve,CV
64,KNN,2,0.580065627289457,0.4830026708094009,0.5288834370676866,0.7783327205131348,0.7501489572989076,0.760531556372549,0.7910112359550562,0.7135135135135136,0.7456521739130435,part_2,part_0,part_1,eve,CV
65,LogReg,2,0.6171168260502183,0.5225201376220898,0.584347377591287,0.8043060832618376,0.7703475670307846,0.7936580882352942,0.8112359550561797,0.7662162162162162,0.7869565217391304,part_2,part_0,part_1,eve,CV
66,RandomForest,2,0.9954630259402297,0.5601192391227504,0.5513602830860288,0.9974874371859296,0.7867924528301887,0.7774586397058824,0.9977528089887641,0.7905405405405406,0.7739130434782608,part_2,part_0,part_1,eve,CV
67,MLP,2,0.7383590603890886,0.5403027648421135,0.5781791040519806,0.8619520366057931,0.7803972194637537,0.790249693627451,0.8696629213483146,0.7716216216216216,0.782608695652174,part_2,part_0,part_1,eve,CV
68,KNN,2,0.6353914257781642,0.5358859785834742,0.46021352936720356,0.8138762920292519,0.7696078431372548,0.7394240317775571,0.8202247191011236,0.7673913043478262,0.7297297297297297,part_2,part_1,part_0,eve,CV
69,LogReg,2,0.6127878868811591,0.5705821443546568,0.5115228788107536,0.8013134779589002,0.7868030024509804,0.7650844091360477,0.8089887640449437,0.7804347826086957,0.7594594594594595,part_2,part_1,part_0,eve,CV
70,RandomForest,2,0.9773329289841572,0.5652485015964348,0.5300747806063629,0.9879172284185154,0.7842754289215687,0.7724925521350545,0.9887640449438202,0.782608695652174,0.7743243243243242,part_2,part_1,part_0,eve,CV
71,MLP,2,0.6905961085684313,0.5621757138023463,0.5407274913326994,0.8411467908648936,0.7828584558823529,0.7814101290963258,0.8471910112359551,0.7782608695652173,0.7675675675675676,part_2,part_1,part_0,eve,CV
