index,model,seed,suffix,train_spearman,val_spearman,test_spearman,train_rmse,val_rmse,test_rmse,train_mae,val_mae,test_mae,embedding,strategy
0,KNN,0,,0.43332063690607314,0.20060906988793867,0.24417274207731468,0.13900484381565795,0.15721233510720192,0.15929400928895235,0.11248243559718969,0.12821596244131456,0.12812558139534885,af2,random
1,Ridge,0,,0.7746756191788954,0.18402668841257203,0.24215585319291924,0.09441296305808208,0.17565795673098322,0.18015345052379972,0.07486286571303533,0.1404886041510917,0.14276864927801103,af2,random
2,RandomForest,0,,0.9737721243024056,0.4330020358578553,0.3788304642376997,0.060494317954624836,0.14749379844686752,0.15387380413029209,0.04825247695642896,0.12208085814420325,0.1259507304865677,af2,random
3,KNN,1,,0.3123734886220005,0.05331020966217926,0.20115331675690284,0.15156516997455094,0.15579776466361256,0.15896422180463593,0.12200374707259952,0.12537840375586853,0.129553488372093,af2,random
4,Ridge,1,,0.7872973527038877,0.2352477382274988,0.2893662084885528,0.09703708274351906,0.17030876864747813,0.167383211407086,0.07615428831002548,0.13911390045554953,0.13325753179274832,af2,random
5,RandomForest,1,,0.9648029397215213,0.32594797407731607,0.3830508439018981,0.06301898025975793,0.14397253842064686,0.15033915146290514,0.049867091293126206,0.11536066863496444,0.12339319444584902,af2,random
6,KNN,2,,0.48173594039505035,0.3650051006451845,0.192616983825466,0.13924901456098743,0.1472092662678453,0.1598311172660431,0.11054098360655736,0.11407042253521127,0.12430232558139535,af2,random
7,Ridge,2,,0.776612057859195,0.3682973666501337,0.280836280625799,0.09675020171202817,0.16340602722212647,0.1725960382914791,0.07584123038175408,0.12646927639645342,0.13616846809541833,af2,random
8,RandomForest,2,,0.9798599792043561,0.48687743813086953,0.2891651494184706,0.05551785622198319,0.1438204617266528,0.15280961726248446,0.04437271662763489,0.11490610328638498,0.12192953488372099,af2,random
