index,model,seed,suffix,train_spearman,val_spearman,test_spearman,train_rmse,val_rmse,test_rmse,train_mae,val_mae,test_mae,embedding,strategy
0,KNN,0,,0.24673288831556922,0.05540282224425437,0.13706704306973533,2.1742587093789947,2.4677696930207667,2.416626277049404,1.8056884887220719,2.060981513122491,2.032196368854831,esm_if1,random
1,Ridge,0,,0.32966212153791546,0.1348883650739686,0.13997383245324696,2.2095154217276995,2.421711351125757,2.4011655158149647,1.8450486595123776,2.076205067993734,2.039960799961688,esm_if1,random
2,RandomForest,0,,0.9780781759447231,0.18049559307382756,0.17886100262046997,0.8505397259018755,2.4031680097538226,2.4250110032298875,0.6993419756340068,2.024713877282151,2.0783036976464215,esm_if1,random
3,MLP,0,,0.7433296688510189,-0.026145805680011062,0.07825803920848884,1.4891617203791623,2.8164798068249937,2.6592691106631285,1.2418633408720374,2.295329315769647,2.181084805784591,esm_if1,random
4,KNN,1,,0.17799271246498377,0.08733609091065088,0.18460762561273297,2.2389621246569993,2.47424972049615,2.3216172657698078,1.846665499302031,2.111088823886308,1.9850804649411022,esm_if1,random
5,Ridge,1,,0.2927217855809613,0.06321818861164012,0.22132258277651556,2.2296636517420634,2.444475225009168,2.3462253384446163,1.8502958671652832,2.0971881195803213,2.03226344565545,esm_if1,random
6,RandomForest,1,,0.9714023897334847,0.18846173821357445,0.15495819496361674,0.9592988997931723,2.4279165858733016,2.3416777951668672,0.7880958046419523,2.108399092175189,2.021907648608174,esm_if1,random
7,MLP,1,,0.7596249425857222,0.030023446795376024,0.19872417699129435,1.4513710605036654,2.8649637749203407,2.4729317989596984,1.1917238983559444,2.3580937292068542,2.1288925678029282,esm_if1,random
8,KNN,2,,0.2575075256451569,-0.03488012678839408,0.03939634170003325,2.2756815490881084,2.4259104208933833,2.311513527958668,1.9065056711977373,2.018058989098983,1.9138601253224725,esm_if1,random
9,Ridge,2,,0.4479485030582412,0.12998124481288872,0.23774443456672828,2.183288606767568,2.3618539271058285,2.254806285032117,1.8368298356479529,1.9280863474413494,1.8651389309814326,esm_if1,random
10,RandomForest,2,,0.9758379974747514,0.21175185520744808,0.26172061307374234,0.9743903363098058,2.34587124744259,2.2255719393568985,0.8012737251399719,1.9342610915389933,1.858747101378579,esm_if1,random
11,MLP,2,,0.7566147545058995,0.037850466115763086,0.13377354112965892,1.4980902628966397,2.723090103010242,2.597823763645855,1.1925426339887701,2.1679837962732114,2.0976783980363516,esm_if1,random
