index,model,seed,suffix,train_spearman,val_spearman,test_spearman,train_rmse,val_rmse,test_rmse,train_mae,val_mae,test_mae,embedding,strategy
0,KNN,0,,0.4062511091312581,0.2529703403639667,0.24434757629250983,0.14388577567042907,0.15631322352816238,0.1590130350075917,0.11517002341920374,0.1251830985915493,0.12562976744186047,esm_1b,random
1,Ridge,0,,0.510938447876157,0.3143259633990142,0.35455647251367733,0.13699919858146697,0.15236065548097336,0.15513082248234522,0.11170441493424638,0.12357718453936996,0.12777605966354388,esm_1b,random
2,RandomForest,0,,0.9705225332414005,0.37142683290109013,0.4319639846527947,0.05968309367443759,0.14937122524993646,0.14960048421689082,0.04751574267522746,0.12048940767109778,0.12437754263953105,esm_1b,random
3,KNN,1,,0.4322148124017405,0.21994888691223055,0.2969175731013854,0.1483507041728196,0.14800902396039547,0.15533539047777786,0.11594285714285714,0.11718685446009389,0.12106790697674416,esm_1b,random
4,Ridge,1,,0.5074042792395588,0.27680384839625355,0.34364562673191984,0.14250563731624918,0.14517780995849836,0.15063828001027754,0.11436071397252826,0.11511987980900125,0.12204344335582035,esm_1b,random
5,RandomForest,1,,0.9601609238259683,0.35016563963174246,0.38123581205646917,0.06269585519085805,0.1407736514005815,0.15070936780705432,0.04894820149405632,0.11185867048053669,0.12128977746284722,esm_1b,random
6,KNN,2,,0.523259128988384,0.42897597440408686,0.2947562465349258,0.1399994061546455,0.14988123623898297,0.15636912203367195,0.10492505854800936,0.11251643192488263,0.11949767441860464,esm_1b,random
7,Ridge,2,,0.7166561201436773,0.44947187282183865,0.3106113951527204,0.11290039528826673,0.14325428588799421,0.15339699031209494,0.08899567779380314,0.11200072185472529,0.11862430986191051,esm_1b,random
8,RandomForest,2,,0.9747948839965823,0.4887450414790434,0.3147415092191968,0.0538963990142005,0.14235861489471502,0.15187644151866375,0.0428133489461361,0.11190000000000001,0.12056465116279072,esm_1b,random
